,poi_id,poi_name,visit_count,hcode,hname1,hname2,hname3,cate_id,fullpath,catename,catetype,apicatename,adultflag,landmarkyn,name1,name2,name3,name4,name5,time_list,scores,reviews,categories,coord
2003,1582545996,로너클럽,4,1156062000,서울특별시,영등포구,양평2동,83.0,음식점>술집,술집,C,음식점,N,N,음식점,술집,,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 24:00"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[5, 5]","우연히 길가다가 3차로 방문한 와인바. 분위기음악 다 최곱니다. 와인도 가격대 다양해서 부담 없었고 바틀 주문하면 나오는 기본 플레이트가 알차요. 아무정보없이 간판만 보고 들어갔는데 완전 대만족,사장님 친절하시고 기본으로 나오는 플레이트 구성이 알차서 너무 좋아요~~ 안주도 꼭 시킬 필요 없고 당근 단골 등록했더니 수박도 주시네요 ㅎㅎ 오래오래 장사해주세요!","['음식점', '술집']","['37.5365526493201', '126.896913789039']"
2007,1136753901,밤을걷는선비,198,1121571000,서울특별시,광진구,화양동,794.0,음식점>술집>실내포장마차,실내포장마차,C,음식점,N,N,음식점,술집,실내포장마차,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""17:00 ~ 06:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5]","맛있고 양도 엄청 많아요 !,닭발이랑 홍꼬탕 양도 많아서 배부르고 맛있게 잘 먹었습니다~!,가성비갑 맛집ㅋㅋ 건대에서 닭발 먹고 싶으면 여기, 다른 안주메뉴도 존맛탱,닭발 대존맛이에요…. 삼계탕이 기본안주로 주는 곳은 처음 봤어요 너무 맛있게 잘 먹었습니다 배불러요☺️,곱도리탕 곱 엄청 많고 맛있어요!! 닭발이랑 홍꼬탕도 최고 나의 최애는 닭발이지만,, 사진을 못찍었다 먹느라 추천해용 엄청난 맛집이 건대에 생겨서 너무 좋아요~~번창하세요 또 갈께요!!!!😆","['음식점', '술집', '실내포장마차']","['37.5424843799713', '127.065951666054']"
2008,15967605,할머니 포장마차멸치국수,79,1171056200,서울특별시,송파구,방이2동,794.0,음식점>술집>실내포장마차,실내포장마차,C,음식점,N,N,음식점,술집,실내포장마차,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""17:40 ~ 05:30"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[3, 1, 5, 5, 4, 4, 1, 5, 5, 5, 1, 5, 4, 5, 1, 5, 5, 3, 5, 2, 4, 3, 4]","맛있고 저렴한 편이지만 너무너무 시끄러워서 분위기는 호불호가 있을듯웨이팅하면서 먹을 정도인가...? 하는 의문,초장 소스 좀 더달라고 하니 넉넉히 주지도 않고 ♬♬♬ 불친절 극치. 이집이 왜 핫플인지 이해가 안되는곳. 불친절 할매들 다 짤라야합. 기본적인 서비스 마인드도 없고 맛도 그냥 소소임.다신 안감. 허리 꾸부정한 할매는 정말 짤라야함. 할매의 넉넉한 인심 기대하고 가면 개실망하기 딱 좋음.절대 비추임. 어떠 미친 연예인이 추천했는지 진짜 모르겄다.정말 분노를 끌어올리게 하는 가게 였음. 할매야 손님이 있어서 니들 월급 주는거야.,곱창, 국수가 맛있어요,요즘 사람 너무 많아요...맛은 여전하네요,그냥갔었음 최고였겠지만찾아간 맛집으론조금 부족 ㅠㅜ,맛있는 국수 먹으러 갔다가 술판 벌렸던 개취 너무 좋아하는 실내포차~이 동네 치고는 가성비 좋은 집~!집, 회사 둘다 멀어져 오랫동안 못 간게 아숩조만간 다시 그 추억을 느끼야지,도대체 왜 맛집임?복작복작 꾸리꾸리 오래된 냄새..주인도 이해 안갈듯 꼬막 맛 없고 냄새남,,웨이팅 싫어하는데 기다리면서 먹는 유일한 곳맛있어요,꼬막이랑 국수가 맛있음..!! 다만 웨이팅이 있고 시끄러운 편,세계에서 가장 친절한 식당,잔뜩 취해서 2,3차로 가기 좋은 곳,여기 4시까지 잖아!!!!!!,친절도는 쏘쏘하지만맛있어요,불친절하고 손님 혼내는거 감당할 정도로 맛집인지는 모르겠네요 단발에 뿔테낀 분 직원인지 사장님인지 1년 전에 갔을 적에도 불친절해서 여기 원래 스타일인가 했습니다? 1년 후에 와도 그 불친절은 여전하네요. 그렇게 일하기 싫으시면 그만두세요.. 본인이 일하느라 정신없는걸 왜 팔아주러 온 손님들한테 짜증이신지? 소주병 안치운 자리에 앉았다고 밖에서 떨게 냅둬야하는데 괜히 들어오라고 했다고요? 그게 손님한테 할 말인가요?,술이술술,잔치국수 탑티어,13000원짜리 계란말이 8피스네요 😅,방이동,, 꼬막&국수 근본 포차집,,평일도 대기 가득,, 안주는 행복,,행복은,,, 어디에나 있는 것,,, ^^  @azossii,도대체 여길 왜 웨이팅하고 가는거지...?동네마다 하나씩 있는 동네포차일뿐인데,노포분위기 안주도 맛있음 다만 아주아즈 시끄러움,맛 ⭐️⭐️⭐️⭐️ (국수 닭똥집o꼬막쏘쏘)친절 ⭐⭐️청결 ⭐⭐️⭐️귀청떨어짐내가누구보다더크게떠들수있다하는분들만추천,잔치국수꼬막대표메뉴잔치국수 존맛탱","['음식점', '술집', '실내포장마차']","['37.5152685544653', '127.113596760016']"
2014,14684246,스타포차,32,1162057500,서울특별시,관악구,행운동,794.0,음식점>술집>실내포장마차,실내포장마차,C,음식점,N,N,음식점,술집,실내포장마차,,,,"[4, 3, 5, 5]",",,여기 전  맛있음. 사당동 전주전집 멀리 갈 필요없이 여기서 먹거나 포장,김치수제비랑 모듬전 조합으로 시키면 밤새 술마시기 가능","['음식점', '술집', '실내포장마차']","['37.4815160565262', '126.954992376686']"
2015,18677263,광동포차,27,1144066000,서울특별시,마포구,서교동,794.0,음식점>술집>실내포장마차,실내포장마차,C,음식점,N,N,음식점,술집,실내포장마차,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 10:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[3, 5, 1, 4, 5, 5, 1, 5, 4]",",맛잇고친절함그리고내밑에잇는♪♪♪♩소주맥주 5500원이면싼거지 불만이많네,소주, 맥주, 막걸리 5500원,,해물누룽지탕 맛있어요ㅕㅕ,안주도맛있고 사장님도 친절하시던데 별점이 왤케 낮은지 잘 모르겠어요ㅜㅜㅠ,,,안주맛있어요♡","['음식점', '술집', '실내포장마차']","['37.5505123475263', '126.922309354794']"
2016,271646035,동네포차,52,1130563500,서울특별시,강북구,수유3동,794.0,음식점>술집>실내포장마차,실내포장마차,C,음식점,N,N,음식점,술집,실내포장마차,,,,"[5, 5]",",닭발이 12000원이라 2차로 자주 가는 곳! 닭발이 매콤하니 완전 내스타일 .매운닭발 좋아하면 완전 추천이요! 계란말이도 맛있고 야외자리 앉아서 마시면 시원하고 좋아요! 닭발+계란말이 맨날 시키는 조합입니당 알탕도 먹어봤는데 맛있었어요!추천술집!","['음식점', '술집', '실내포장마차']","['37.6407718982121', '127.022302497071']"
2018,1958287649,피플더테라스,160,1168056500,서울특별시,강남구,청담동,591.0,음식점>술집>와인바,와인바,C,음식점,N,N,음식점,술집,와인바,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 02:00"",""dayOfWeek"":""월,화,수,목,일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 04:00"",""dayOfWeek"":""금,토"",""timeEtc"":null}]}]","[5, 5, 4, 5, 1, 5, 3, 1, 5, 3, 4, 4, 5, 1]",",분위기 좋고 웅장하고 멋진 테라스바. 진짜 무조건 가봐야하는 곳입니다. 해외 대저택에 온 기분을 느낄 수 있어요.,분위기가 너무 좋습니다~ 또 방문할게요,좋아요 ! 청담 핫플인듯. 직원 분들도 친절하고 칵테일도 맛있었어요,If you’re looking for a restaurant that charges too much for a shit experience, this is the place for you. We came here on New Years Eve because it was in a nice neighborhood and the pictures looked nice. Right from the moment you walk into the restaurant, you get a huge whiff of bathroom-smell because the toilet is located right next to the register. The restaurant itself is also very dark and the music adds to the chaos (lots of loud bass and electronic music). It almost felt like we were in a club. Once we got to our table, we realized it wasn’t really a table; the seats are sofas and the table is knee high. It’s really only suitable for 안주 and 맥주, not real dinner. Since we ordered pasta, the seating was quite uncomfortable. Not to mention, the tables didn’t seem very clean. We asked our waiter to wipe the desk once, and instead, he picked at it with his hands and then said there was nothing he could do. He then proceeded to touch our silverware with the same hand he had used to scrape the table. The pasta was okay, but the drinks were outrageous, and that’s why this place sucks. We ordered one glass of wine (12 KRW) and a Non-alcoholic Mojito (20 KRW); in what world is a non-alcoholic beverage more expensive than an alcoholic one?? What makes the alcoholic drink expensive is the alcohol, not the lack of. Do yourself a favor. Go across the street to the “Pairing Room”.,여기서 청첩장 모임했었는데 정말 만족스러웠고매니저님? 사장님? 도 너무너무 친절하셨어요.무엇보다 음식이 맛있어서 좋았고특히 치킨 진짜 맛있었어요 ㅋㅋㅋㅋㅋ!!!! 청첩장 모임 이후로도 정말 자주 갑니다 분위기도, 맛도, 서비스도 다 좋았던 곳이에요,테라스 자리 테이블 너무 미끄러워서 샴페인 3잔 주문한 것 중에 2잔 쏟았어요. 테이블 물티슈로 닦아보니 까만 먼지가 잔뜩 묻어나와요. 직원분들은 친절하신데 아쉽습니다.,,크리스마스 이브에 다녀왔는데 넓어서 자리도 넉넉하고 음식들도 수준급이었어요~.신나는 캐롤이 나와서 우울한 기분 날리고 왔네요^^,연령대가 조금 높음 ^^;;,,분위기 좋네요,최고,비추. 가성비제로","['음식점', '술집', '와인바']","['37.5252985222721', '127.047552137652']"
2020,1797969122,바인,184,1121571000,서울특별시,광진구,화양동,591.0,음식점>술집>와인바,와인바,C,음식점,N,N,음식점,술집,와인바,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""17:00 ~ 02:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""15:00 ~ 02:00"",""dayOfWeek"":""토,일"",""timeEtc"":null}]},{""periodName"":""공휴일"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""15:00 ~ 02:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 5]",",분위기 좋고 사장님이 친절하게 설명해주십니다 그리고 이정도로 본격적으로 하는 칵테일집 오랜만이네요!,어쩌다 검색으로 찾아간 곳이었는데 정말 너무너무 좋은 시간 보내고 가요:) 바텐더 사장님께서 친절하게 설명해주셔서 술 잘 몰라도 즐겁게 초이스해서 잘 마실 수 있었어요. 메인 요리는 역시 한방 오리 스테이크가 단연 압권입니다. 밤 퓨레 진짜 대박이니 꼭 드셔보세요. 트러플 크림 파게리도 여기서 먹어도 되나 싶은 맛이었어요. 추가로 소고기 깻잎 타르타르도 강력한 메뉴입니다. 치아바타에 잘 버무린 육회, 깻잎 올려먹으니 금상첨화였어요. 칵테일 추천 기가 막히게 잘해주시니 믿고 맡겨보세요. 앗, 음악 볼륨은 조금만 줄여주셔도 더 좋을 것 같습니다. 더 유명해지기 전에 얼른 가보세요!,완전 맛집. 오리요리는 꼭 먹어 봐야하는 요리.. 소믈리에, 바텐더 사장님 두 분이 하셔서 와인과 칵테일도 전문적으로 추천받아서 좋았고 음식이 맛있어서 놀랐어요","['음식점', '술집', '와인바']","['37.5417926812384', '127.06864182787']"
2021,302504172,사브서울,14,1168051000,서울특별시,강남구,신사동,591.0,음식점>술집>와인바,와인바,C,음식점,N,N,음식점,술집,와인바,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 24:00"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[4, 1, 4, 1, 4, 3, 4, 5, 5, 4, 5, 5, 4]","소란스럽긴 한데 안주 맛있어요 서비스는 무난한듯 예약 쉬워지면 좋겠다 또 가게,근래에 최악의 서비스를 경험했네요. 일부 직원들은 와인 서비스 능력이 떨어지는데 친절하지도 않네요. 뭘 잘하는지? 아영fbc 위주 리스팅인건 알지만 그마저도 리스트는 허접한거로만 채워져있고. 음악은 거의 클럽수준. 음식 양은 작은데 맛이 무난해요. 가격은 압구정 수준인데 퀄이 그만큼인가? 뭐 와인바니까 이해하는데 그럼 와인바처럼 서비스 하시길. 여섯명 단체였는데 전원 절대 안 온다고 했고 여기로 모임 잡은 저는 사과드렸습니다^^,생각보다 시끄러웠고나이있으신분은 메뉴판 보기 힘들어하지만인테리어 멋있고 음식도 좋았다,일행도 요즘 쓴 돈중에 제일 아깝다고..마케팅 잘하면 맛도 있던데 최악양 적고 비싼걸 떠나서 맛있으면 괜찮은데양갈비 오버쿡이라 탔고 심각하게 짜서 놀라웠음..,,,분위기 굿. 다만 요리가 너무 비싸고 양이 적어요. 2차로 고깃집 가고싶어지는 양.. 케이크는 반입 가능하다니 참고하세요. 길 건너편에 떡볶이집있어요 ㅋㅋ 거기서 배 채우고 집가세요,흑 존맛,예약 힘든것만 빼면 완벽또 가고 싶은데 누가 예약좀 성공해주라 ..,F 6 W 10 S 8 V 9,착한 와인가격 맛있는 음식 좋은 분위기,인기가 많아서 예약이 어려운걸 제외하곤 최고입니다. 와인가격도 합리적이고 디쉬하나하나 창의적이고 맛있습니다 :),아영이라는 와인전문 수입사에서 운영하는 곳. 대부분 샵 전용 와인들이라 식당까지 와서 마시기 조금 아쉬웠지만...  그래도 명불허전. 좋은 와인들 많이 있습니다.  메뉴가 저렴하지만 양도 적은 편입니다. 맛은 좋아요!!!","['음식점', '술집', '와인바']","['37.5263670758976', '127.027922601355']"
2022,17182717,마마논마마,158,1168051000,서울특별시,강남구,신사동,591.0,음식점>술집>와인바,와인바,C,음식점,N,N,음식점,술집,와인바,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""17:30 ~ 02:00"",""dayOfWeek"":""월~금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""17:30 ~ 24:00"",""dayOfWeek"":""토,일"",""timeEtc"":null}]}]","[5, 5, 3, 4]",",친절하고 편안한 분위기,Wine Bar,와인 마시러 가는 곳 분위기 좋다 기본으로 나오는 비스켓과 치즈 마시따 ㅎㅎㅎ알맞게 익어서 나오는 크림리조또도 구웃","['음식점', '술집', '와인바']","['37.52256623431113', '127.02125367565613']"
2023,21410624,틈,65,1144065500,서울특별시,마포구,서강동,591.0,음식점>술집>와인바,와인바,C,음식점,N,N,음식점,술집,와인바,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""18:00 ~ 03:00"",""dayOfWeek"":""화~일"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 4, 5]","사장님 친절하시고 분위기 너무 좋습니다! 스테이크 너무 맛나요!!!,금요일에 어울리는 시원한 맥주였습니다 두잔 마시고 한잔 더마실까 고민입니다 ~ 두번 오세요~ 👍👍👍,여기 꼭 또 갈거예요.. 걍 감성집일 줄 알았는데 ,, 웬걸 ,, 넘 맛있고 넘 친절하시고 걍 최고임 최고 ㅠ ㅠ ㅠ,스테이크 맛있고요분위기가 너무 좋아요 식전빵 싸주신거 잘 먹을께요,파스타가 진짜였음,빵 너무 맛있어요.. 분위기 최고❤️ 사장님 직원분 다 너무 친절❤️ 또 먹으러 올게요😍,스테이크가 맛있습니다 재방문 10000000%,,크리스마스에는 가지마세요2..고기 너무 식고 질겨서 맛없는 결혼식 부페음식 같았어요ㅠ,크리스마스에 가지마세요,우연히 들어갔는데 너무 좋아서 또가려구요ㅎㅎ따뜻한 크리스마스 분위기에 음식도 다 맛있습니다. 사퀴테리치즈플래터에 나오는 빵은 직접 구우신다는데 너무 맛있어요ㅠㅠ그리고 친절하셔서 더좋음,따습고 너무 아늑했습니다! 음식도 와인도 좋았습니다!!,분위기도 서비스도 와인도 음식도 모든게 너무 완벽해요!!! 일단 사장님 직원분 모두 친절하시고 식전빵부터 모든게 맛있는 곳이에요 와인+플레이트 메뉴가 있는데 가성비 좋아요 플레이트도 엄청 잘나오는데 와인도 좋아요","['음식점', '술집', '와인바']","['37.54570969554817', '126.92046080118615']"
